pair_id,filter_name,similarity_score,true_label,model_name
98,original,0.9727972,1,arcface
99,original,0.9863704,1,arcface
100,original,0.9431441,1,arcface
101,original,0.95285994,1,arcface
102,original,0.9487955,1,arcface
103,original,0.9702382,1,arcface
104,original,0.9505533,1,arcface
105,original,0.97798085,1,arcface
106,original,0.9771614,1,arcface
107,original,0.9362301,1,arcface
108,original,0.94420654,1,arcface
109,original,0.90286016,1,arcface
110,original,0.93470365,1,arcface
111,original,0.96705633,1,arcface
112,original,0.94769865,1,arcface
113,original,0.9330513,1,arcface
114,original,0.98712087,1,arcface
115,original,0.93493205,1,arcface
116,original,0.86193335,1,arcface
117,original,0.8889123,1,arcface
118,original,0.88885105,1,arcface
119,original,0.8580648,1,arcface
120,original,0.96579105,1,arcface
121,original,0.9744578,1,arcface
122,original,0.9796352,1,arcface
123,original,0.9796476,1,arcface
124,original,0.9742174,1,arcface
125,original,0.97839004,1,arcface
126,original,0.9106924,1,arcface
127,original,0.9751512,1,arcface
128,original,0.9487237,1,arcface
129,original,0.89190936,1,arcface
130,original,0.93762976,1,arcface
131,original,0.8937101,1,arcface
132,original,0.93575716,1,arcface
133,original,0.946076,1,arcface
134,original,0.973892,1,arcface
135,original,0.971563,1,arcface
136,original,0.9685101,1,arcface
137,original,0.8965869,1,arcface
138,original,0.9190159,1,arcface
139,original,0.96442974,1,arcface
140,original,0.9737859,1,arcface
141,original,0.987345,1,arcface
142,original,0.9656799,1,arcface
143,original,0.9737345,1,arcface
144,original,0.95412505,1,arcface
145,original,0.9786078,1,arcface
146,original,0.9684855,1,arcface
147,original,0.93268096,1,arcface
148,original,0.91287714,1,arcface
149,original,0.9821508,1,arcface
150,original,0.9857902,1,arcface
151,original,0.909681,1,arcface
152,original,0.97118396,1,arcface
153,original,0.9424739,1,arcface
154,original,0.92206407,1,arcface
155,original,0.937129,1,arcface
156,original,0.9212519,1,arcface
157,original,0.97546774,1,arcface
158,original,0.9397803,1,arcface
159,original,0.9532918,1,arcface
160,original,0.94587564,1,arcface
161,original,0.9848033,1,arcface
162,original,0.96828574,1,arcface
163,original,0.984246,1,arcface
164,original,0.9903862,1,arcface
165,original,0.9731315,1,arcface
166,original,0.96642435,1,arcface
167,original,0.9796601,1,arcface
168,original,0.94524467,1,arcface
169,original,0.8735142,1,arcface
170,original,0.97738314,1,arcface
171,original,0.95812035,1,arcface
172,original,0.9745505,1,arcface
173,original,0.9886538,1,arcface
174,original,0.9830237,1,arcface
175,original,0.99036485,1,arcface
176,original,0.9884856,1,arcface
177,original,0.98843324,1,arcface
178,original,0.9863901,1,arcface
179,original,0.98070556,1,arcface
180,original,0.9687031,1,arcface
181,original,0.9542564,1,arcface
182,original,0.19430234,1,arcface
183,original,0.2714325,1,arcface
184,original,0.9505388,1,arcface
185,original,0.9772239,1,arcface
186,original,0.9811349,1,arcface
187,original,0.9321608,1,arcface
188,original,0.97745293,1,arcface
189,original,0.9564842,1,arcface
190,original,0.97128934,1,arcface
191,original,0.98527485,1,arcface
192,original,0.97542834,1,arcface
193,original,0.9544136,1,arcface
194,original,0.94773877,1,arcface
195,original,0.9381182,1,arcface
196,original,0.94254714,1,arcface
197,original,0.899338,1,arcface
198,original,0.98003215,1,arcface
199,original,0.991249,1,arcface
200,original,0.9760273,1,arcface
201,original,0.98331517,1,arcface
202,original,0.9614308,1,arcface
203,original,0.9529376,1,arcface
204,original,0.9531752,1,arcface
205,original,0.93200135,1,arcface
206,original,0.98699725,1,arcface
207,original,0.98886764,1,arcface
208,original,0.99029124,1,arcface
209,original,0.9912348,1,arcface
210,original,0.9793868,1,arcface
211,original,0.97106797,1,arcface
212,original,0.9819661,1,arcface
213,original,0.9903824,1,arcface
214,original,0.98616344,1,arcface
215,original,0.9713023,1,arcface
216,original,0.96042275,1,arcface
217,original,0.9900432,1,arcface
218,original,0.957115,1,arcface
219,original,0.9861788,1,arcface
220,original,0.9879146,1,arcface
221,original,0.98496735,1,arcface
222,original,0.9842387,1,arcface
223,original,0.9707917,1,arcface
224,original,0.91714525,1,arcface
225,original,0.9553127,1,arcface
226,original,0.9238067,1,arcface
227,original,0.98291975,1,arcface
228,original,0.97517174,1,arcface
229,original,0.9868919,1,arcface
230,original,0.99046874,1,arcface
231,original,0.9858525,1,arcface
232,original,0.98688513,1,arcface
233,original,0.9239753,1,arcface
234,original,0.98695266,1,arcface
235,original,0.97487795,1,arcface
236,original,0.96974146,1,arcface
237,original,0.9607251,1,arcface
238,original,0.74164927,1,arcface
239,original,0.96783715,1,arcface
240,original,0.94828844,1,arcface
241,original,0.96911824,1,arcface
242,original,0.94845647,1,arcface
243,original,0.9802147,1,arcface
244,original,0.984108,1,arcface
245,original,0.9797003,1,arcface
246,original,0.98116356,1,arcface
247,original,0.8877106,1,arcface
248,original,0.9519689,1,arcface
249,original,0.9837604,1,arcface
250,original,0.96035594,1,arcface
251,original,0.9513818,1,arcface
252,original,0.9593669,1,arcface
253,original,0.97603273,1,arcface
254,original,0.97049683,1,arcface
255,original,0.9197239,1,arcface
256,original,0.9686001,1,arcface
257,original,0.98248416,1,arcface
258,original,0.9727545,1,arcface
259,original,0.97246456,1,arcface
260,original,0.9707784,1,arcface
261,original,0.9727834,1,arcface
262,original,0.95320153,1,arcface
263,original,0.9842372,1,arcface
264,original,0.9858818,1,arcface
265,original,0.98681885,1,arcface
266,original,0.9523402,1,arcface
267,original,0.87032306,1,arcface
268,original,0.93845356,1,arcface
269,original,0.9587691,1,arcface
270,original,0.9900245,1,arcface
271,original,0.98606086,1,arcface
272,original,0.97386336,1,arcface
273,original,0.95508474,1,arcface
274,original,0.9801196,1,arcface
275,original,0.96211946,1,arcface
276,original,0.94407797,1,arcface
277,original,0.92587185,1,arcface
278,original,0.9268452,1,arcface
279,original,0.9809833,1,arcface
280,original,0.9723909,1,arcface
281,original,0.9281087,1,arcface
282,original,0.96599996,1,arcface
283,original,0.88400525,1,arcface
284,original,0.9833843,1,arcface
285,original,0.9782118,1,arcface
286,original,0.9810698,1,arcface
287,original,0.96567774,1,arcface
288,original,0.9797257,1,arcface
289,original,0.7235685,1,arcface
290,original,0.9753674,1,arcface
291,original,0.8297963,1,arcface
292,original,0.9394281,1,arcface
293,original,0.9622805,1,arcface
294,original,0.98965526,1,arcface
295,original,0.972323,1,arcface
296,original,0.9729337,1,arcface
297,original,0.9504326,1,arcface
298,original,0.9718036,1,arcface
299,original,0.9861314,1,arcface
300,original,0.10146508,0,arcface
301,original,0.088909365,0,arcface
302,original,0.062682636,0,arcface
303,original,0.07596159,0,arcface
304,original,-0.044121534,0,arcface
305,original,0.02545293,0,arcface
306,original,-0.016217344,0,arcface
307,original,-0.015308851,0,arcface
308,original,0.033421125,0,arcface
309,original,0.043124165,0,arcface
310,original,0.018791651,0,arcface
311,original,0.022359159,0,arcface
312,original,0.044042572,0,arcface
313,original,0.021346377,0,arcface
314,original,0.09911976,0,arcface
315,original,0.08825054,0,arcface
316,original,0.09706669,0,arcface
317,original,0.058296945,0,arcface
318,original,-0.0019700218,0,arcface
319,original,-0.024100346,0,arcface
320,original,0.9837077,0,arcface
321,original,0.97352076,0,arcface
322,original,0.95318544,0,arcface
323,original,0.96020067,0,arcface
324,original,0.9291548,0,arcface
325,original,0.923923,0,arcface
326,original,0.9865731,0,arcface
327,original,0.81038624,0,arcface
328,original,0.97110283,0,arcface
329,original,0.94110394,0,arcface
330,original,0.9619928,0,arcface
331,original,0.95279974,0,arcface
332,original,0.9436356,0,arcface
333,original,0.96039516,0,arcface
334,original,0.99079514,0,arcface
335,original,0.9760148,0,arcface
336,original,0.9772708,0,arcface
337,original,0.9623176,0,arcface
338,original,0.66988343,0,arcface
339,original,0.6807869,0,arcface
340,original,0.7020443,0,arcface
341,original,0.97926396,0,arcface
342,original,0.9817943,0,arcface
343,original,0.9257699,0,arcface
344,original,0.9737433,0,arcface
345,original,0.89725107,0,arcface
346,original,0.9459628,0,arcface
347,original,0.96009284,0,arcface
348,original,0.98270506,0,arcface
349,original,0.7156007,0,arcface
350,original,0.8900212,0,arcface
351,original,0.92364013,0,arcface
352,original,0.96473837,0,arcface
353,original,0.94821316,0,arcface
354,original,0.9296559,0,arcface
355,original,0.98529166,0,arcface
356,original,0.7136581,0,arcface
357,original,0.95226955,0,arcface
358,original,0.8343984,0,arcface
359,original,0.96586716,0,arcface
360,original,0.9803332,0,arcface
361,original,0.9746111,0,arcface
362,original,0.9276133,0,arcface
363,original,0.9001789,0,arcface
364,original,0.9793415,0,arcface
365,original,0.9750427,0,arcface
366,original,0.97582424,0,arcface
367,original,0.92144436,0,arcface
368,original,0.97320557,0,arcface
369,original,0.9766105,0,arcface
370,original,0.97617906,0,arcface
371,original,0.94184315,0,arcface
372,original,0.9267926,0,arcface
373,original,0.96807927,0,arcface
374,original,0.9644217,0,arcface
375,original,0.95961976,0,arcface
376,original,0.9259189,0,arcface
377,original,0.9661002,0,arcface
378,original,0.9257404,0,arcface
379,original,0.9550511,0,arcface
380,original,0.91377455,0,arcface
381,original,0.97146684,0,arcface
382,original,0.96060777,0,arcface
383,original,0.9154736,0,arcface
384,original,0.9674819,0,arcface
385,original,0.9708437,0,arcface
386,original,0.9559846,0,arcface
387,original,0.9906406,0,arcface
388,original,0.9737675,0,arcface
389,original,0.96983296,0,arcface
390,original,0.9573391,0,arcface
391,original,0.81968266,0,arcface
392,original,0.8608435,0,arcface
393,original,0.9837353,0,arcface
394,original,0.96203804,0,arcface
395,original,0.9842165,0,arcface
396,original,0.97756034,0,arcface
397,original,0.97853184,0,arcface
398,original,0.86418915,0,arcface
399,original,0.9622064,0,arcface
400,original,0.9721952,0,arcface
401,original,0.9793001,0,arcface
402,original,0.9768644,0,arcface
403,original,0.9755803,0,arcface
404,original,0.90689886,0,arcface
405,original,0.77417284,0,arcface
406,original,0.9239815,0,arcface
407,original,0.9814218,0,arcface
408,original,0.9667286,0,arcface
409,original,0.9836489,0,arcface
410,original,0.9579985,0,arcface
411,original,0.963742,0,arcface
412,original,0.95369965,0,arcface
413,original,0.977325,0,arcface
414,original,0.91904724,0,arcface
415,original,0.92345846,0,arcface
416,original,0.9731267,0,arcface
417,original,0.9818149,0,arcface
418,original,0.98303306,0,arcface
419,original,0.94050175,0,arcface
420,original,0.92253315,0,arcface
421,original,0.97917664,0,arcface
422,original,0.9315878,0,arcface
423,original,0.87282187,0,arcface
424,original,0.97066236,0,arcface
425,original,0.9656712,0,arcface
426,original,0.9734521,0,arcface
427,original,0.910667,0,arcface
428,original,0.936157,0,arcface
429,original,0.76243013,0,arcface
430,original,0.92835003,0,arcface
431,original,0.92461425,0,arcface
432,original,0.9388655,0,arcface
433,original,0.93713903,0,arcface
434,original,0.9803043,0,arcface
435,original,0.9461788,0,arcface
436,original,0.9831711,0,arcface
437,original,0.9843246,0,arcface
438,original,0.9272346,0,arcface
439,original,0.93681496,0,arcface
440,original,0.9608239,0,arcface
441,original,0.96811205,0,arcface
442,original,0.9809813,0,arcface
443,original,0.94215703,0,arcface
444,original,0.9804886,0,arcface
445,original,0.9791021,0,arcface
446,original,0.91321725,0,arcface
447,original,0.9138392,0,arcface
448,original,0.8364469,0,arcface
449,original,0.9355451,0,arcface
450,original,0.9477355,0,arcface
451,original,0.98123264,0,arcface
452,original,0.91978663,0,arcface
453,original,0.9731304,0,arcface
454,original,0.9220595,0,arcface
455,original,0.96071935,0,arcface
456,original,0.9686175,0,arcface
457,original,0.9613903,0,arcface
458,original,0.97781473,0,arcface
459,original,0.9459694,0,arcface
460,original,0.9781083,0,arcface
461,original,0.9156218,0,arcface
462,original,0.92659223,0,arcface
463,original,0.7811861,0,arcface
464,original,0.98447454,0,arcface
465,original,0.95653355,0,arcface
466,original,0.9629818,0,arcface
467,original,0.9684429,0,arcface
468,original,0.9692547,0,arcface
469,original,0.9603625,0,arcface
470,original,0.9500616,0,arcface
471,original,0.95461637,0,arcface
472,original,0.9516648,0,arcface
473,original,0.97757894,0,arcface
474,original,0.9705486,0,arcface
475,original,0.9667782,0,arcface
476,original,0.9142987,0,arcface
477,original,0.9836069,0,arcface
478,original,0.96445715,0,arcface
479,original,0.96968776,0,arcface
480,original,0.94138074,0,arcface
481,original,0.97875226,0,arcface
482,original,0.95150566,0,arcface
483,original,0.96153194,0,arcface
484,original,0.9652231,0,arcface
485,original,0.9623057,0,arcface
486,original,0.8312932,0,arcface
487,original,0.88854456,0,arcface
488,original,0.9259748,0,arcface
489,original,0.9646853,0,arcface
490,original,0.9854356,0,arcface
491,original,0.98250026,0,arcface
492,original,0.9684384,0,arcface
493,original,0.97171324,0,arcface
494,original,0.92273587,0,arcface
495,original,0.9040039,0,arcface
496,original,0.87551504,0,arcface
497,original,0.96797144,0,arcface
498,original,0.9815508,0,arcface
499,original,0.95588136,0,arcface
500,original,0.93984663,0,arcface
501,original,0.9639531,0,arcface
502,original,0.96663445,0,arcface
503,original,0.9791082,0,arcface
504,original,0.87977046,0,arcface
505,original,0.9694775,0,arcface
506,original,0.96067417,0,arcface
507,original,0.9619807,0,arcface
508,original,0.8479918,0,arcface
509,original,0.9640191,0,arcface
510,original,0.9706465,0,arcface
511,original,0.85813653,0,arcface
512,original,0.94144833,0,arcface
513,original,0.8983909,0,arcface
514,original,0.9676955,0,arcface
515,original,0.9715653,0,arcface
516,original,0.97081006,0,arcface
517,original,0.9627228,0,arcface
518,original,0.90855825,0,arcface
519,original,0.9794541,0,arcface
520,original,0.926345,0,arcface
521,original,0.9452035,0,arcface
522,original,0.9708194,0,arcface
523,original,0.84538853,0,arcface
524,original,0.96880424,0,arcface
525,original,0.964925,0,arcface
526,original,0.9765206,0,arcface
527,original,0.983359,0,arcface
528,original,0.9773221,0,arcface
529,original,0.98213726,0,arcface
530,original,0.94773066,0,arcface
531,original,0.97504777,0,arcface
532,original,0.9785929,0,arcface
533,original,0.82935673,0,arcface
534,original,0.9781316,0,arcface
535,original,0.96863127,0,arcface
536,original,0.90487057,0,arcface
537,original,0.9749391,0,arcface
538,original,0.9220437,0,arcface
539,original,0.986052,0,arcface
540,original,0.98517215,0,arcface
541,original,0.9765379,0,arcface
542,original,0.9267356,0,arcface
543,original,0.9560646,0,arcface
544,original,0.8687212,0,arcface
545,original,0.96065426,0,arcface
546,original,0.87480694,0,arcface
547,original,0.793364,0,arcface
548,original,0.650396,0,arcface
549,original,0.94960165,0,arcface
550,original,0.9023376,0,arcface
551,original,0.97086036,0,arcface
552,original,0.9248324,0,arcface
553,original,0.9381112,0,arcface
554,original,0.97476286,0,arcface
555,original,0.9639315,0,arcface
556,original,0.9434151,0,arcface
557,original,0.9722252,0,arcface
558,original,0.9883867,0,arcface
559,original,0.94646245,0,arcface
560,original,0.97540116,0,arcface
561,original,0.91797704,0,arcface
562,original,0.9769036,0,arcface
563,original,0.9797509,0,arcface
564,original,0.94238853,0,arcface
565,original,0.9051099,0,arcface
566,original,0.9602163,0,arcface
567,original,0.9283742,0,arcface
568,original,0.97409093,0,arcface
569,original,0.9671227,0,arcface
570,original,0.9477423,0,arcface
571,original,0.9729063,0,arcface
572,original,0.95279664,0,arcface
573,original,0.91687167,0,arcface
574,original,0.97173774,0,arcface
575,original,0.96526825,0,arcface
576,original,0.9796685,0,arcface
577,original,0.96167123,0,arcface
578,original,0.9766956,0,arcface
579,original,0.9820499,0,arcface
580,original,0.97184265,0,arcface
581,original,0.9656396,0,arcface
582,original,0.93020076,0,arcface
583,original,0.85886407,0,arcface
584,original,0.8653125,0,arcface
585,original,0.9886575,0,arcface
586,original,0.8833313,0,arcface
587,original,0.92708504,0,arcface
588,original,0.97857857,0,arcface
589,original,0.8880445,0,arcface
590,original,0.9759793,0,arcface
591,original,0.9694067,0,arcface
592,original,0.9514884,0,arcface
593,original,0.8270253,0,arcface
594,original,0.8333953,0,arcface
595,original,0.95993584,0,arcface
596,original,0.9745492,0,arcface
597,original,0.9477542,0,arcface
598,original,0.93787706,0,arcface
599,original,0.9750837,0,arcface
0,blur,0.97325,1,arcface
1,blur,0.98833805,1,arcface
2,blur,0.9821869,1,arcface
3,blur,0.98216647,1,arcface
4,blur,0.98815227,1,arcface
5,blur,0.98451966,1,arcface
6,blur,0.9559955,1,arcface
7,blur,0.9511615,1,arcface
8,blur,0.9329731,1,arcface
9,blur,0.9715969,1,arcface
10,blur,0.9873734,1,arcface
11,blur,0.9269658,1,arcface
12,blur,0.98733747,1,arcface
13,blur,0.98782456,1,arcface
14,blur,0.9700168,1,arcface
15,blur,0.9673838,1,arcface
16,blur,0.9835311,1,arcface
17,blur,0.95387226,1,arcface
18,blur,0.9730376,1,arcface
19,blur,0.8538171,1,arcface
20,blur,0.9918129,1,arcface
21,blur,0.9883986,1,arcface
22,blur,0.97822726,1,arcface
23,blur,0.991091,1,arcface
24,blur,0.9052148,1,arcface
25,blur,0.9868115,1,arcface
26,blur,0.96829104,1,arcface
27,blur,0.97240776,1,arcface
28,blur,0.9770058,1,arcface
29,blur,0.98285234,1,arcface
30,blur,0.95845854,1,arcface
31,blur,0.98207676,1,arcface
32,blur,0.98470706,1,arcface
33,blur,0.97360045,1,arcface
34,blur,0.9858523,1,arcface
35,blur,0.9751088,1,arcface
36,blur,0.96092784,1,arcface
37,blur,0.9917965,1,arcface
38,blur,0.98752165,1,arcface
39,blur,0.9842936,1,arcface
40,blur,0.9768889,1,arcface
41,blur,0.9854221,1,arcface
42,blur,0.9545771,1,arcface
43,blur,0.9881287,1,arcface
44,blur,0.9738005,1,arcface
45,blur,0.9808355,1,arcface
46,blur,0.93846333,1,arcface
47,blur,0.99382806,1,arcface
48,blur,0.96917284,1,arcface
49,blur,0.9222062,1,arcface
50,blur,0.9754114,1,arcface
51,blur,0.9692032,1,arcface
52,blur,0.9712494,1,arcface
53,blur,0.96941304,1,arcface
54,blur,0.8797993,1,arcface
55,blur,0.97536314,1,arcface
56,blur,0.9850363,1,arcface
57,blur,0.9889821,1,arcface
58,blur,0.9589905,1,arcface
59,blur,0.954986,1,arcface
60,blur,0.9912598,1,arcface
61,blur,0.9871716,1,arcface
62,blur,0.97220564,1,arcface
63,blur,0.92159694,1,arcface
64,blur,0.92313296,1,arcface
65,blur,0.99253297,1,arcface
66,blur,0.9905775,1,arcface
67,blur,0.9828048,1,arcface
68,blur,0.9754706,1,arcface
69,blur,0.9858457,1,arcface
70,blur,0.9842422,1,arcface
71,blur,0.9940024,1,arcface
72,blur,0.9900554,1,arcface
73,blur,0.9269762,1,arcface
74,blur,0.90678257,1,arcface
75,blur,0.9493124,1,arcface
76,blur,0.98236877,1,arcface
77,blur,0.9667394,1,arcface
78,blur,0.9569039,1,arcface
79,blur,0.97743744,1,arcface
80,blur,0.9882054,1,arcface
81,blur,0.973698,1,arcface
82,blur,0.9855711,1,arcface
83,blur,0.97548205,1,arcface
84,blur,0.98649114,1,arcface
85,blur,0.99096507,1,arcface
86,blur,0.9554572,1,arcface
87,blur,0.9904389,1,arcface
88,blur,0.97844005,1,arcface
89,blur,0.9568753,1,arcface
90,blur,0.98266643,1,arcface
91,blur,0.97764283,1,arcface
92,blur,0.982554,1,arcface
93,blur,0.91114074,1,arcface
94,blur,0.9587813,1,arcface
95,blur,0.9748559,1,arcface
96,blur,0.9699914,1,arcface
97,blur,0.96402216,1,arcface
98,blur,0.9766322,1,arcface
99,blur,0.9906314,1,arcface
100,blur,0.9690909,1,arcface
101,blur,0.9725453,1,arcface
102,blur,0.96516687,1,arcface
103,blur,0.9829395,1,arcface
104,blur,0.9714274,1,arcface
105,blur,0.9858645,1,arcface
106,blur,0.98260266,1,arcface
107,blur,0.9668722,1,arcface
108,blur,0.9715246,1,arcface
109,blur,0.947539,1,arcface
110,blur,0.96789026,1,arcface
111,blur,0.98542804,1,arcface
112,blur,0.96724075,1,arcface
113,blur,0.9435388,1,arcface
114,blur,0.98877126,1,arcface
115,blur,0.9522306,1,arcface
116,blur,0.908549,1,arcface
117,blur,0.90192914,1,arcface
118,blur,0.92774904,1,arcface
119,blur,0.8894087,1,arcface
120,blur,0.9734,1,arcface
121,blur,0.97257763,1,arcface
122,blur,0.9856873,1,arcface
123,blur,0.98561937,1,arcface
124,blur,0.98570985,1,arcface
125,blur,0.9863583,1,arcface
126,blur,0.9530141,1,arcface
127,blur,0.98291755,1,arcface
128,blur,0.9655763,1,arcface
129,blur,0.91472083,1,arcface
130,blur,0.9607982,1,arcface
131,blur,0.9491139,1,arcface
132,blur,0.9585797,1,arcface
133,blur,0.97440267,1,arcface
134,blur,0.9816793,1,arcface
135,blur,0.98021764,1,arcface
136,blur,0.9780774,1,arcface
137,blur,0.9078029,1,arcface
138,blur,0.9305962,1,arcface
139,blur,0.97763896,1,arcface
140,blur,0.9903339,1,arcface
141,blur,0.9906679,1,arcface
142,blur,0.9805145,1,arcface
143,blur,0.98038626,1,arcface
144,blur,0.96192235,1,arcface
145,blur,0.98355794,1,arcface
146,blur,0.97814494,1,arcface
147,blur,0.9680696,1,arcface
148,blur,0.9389792,1,arcface
149,blur,0.9870007,1,arcface
150,blur,0.98993057,1,arcface
151,blur,0.93253726,1,arcface
152,blur,0.9802885,1,arcface
153,blur,0.9524449,1,arcface
154,blur,0.9418899,1,arcface
155,blur,0.95268315,1,arcface
156,blur,0.9599727,1,arcface
157,blur,0.9876035,1,arcface
158,blur,0.9444368,1,arcface
159,blur,0.967526,1,arcface
160,blur,0.9460662,1,arcface
161,blur,0.99211943,1,arcface
162,blur,0.9752494,1,arcface
163,blur,0.9819404,1,arcface
164,blur,0.9934958,1,arcface
165,blur,0.98347723,1,arcface
166,blur,0.9798583,1,arcface
167,blur,0.986592,1,arcface
168,blur,0.9683452,1,arcface
169,blur,0.96215427,1,arcface
170,blur,0.9851407,1,arcface
171,blur,0.9718946,1,arcface
172,blur,0.98060685,1,arcface
173,blur,0.99177235,1,arcface
174,blur,0.9876094,1,arcface
175,blur,0.99334455,1,arcface
176,blur,0.9904493,1,arcface
177,blur,0.99187845,1,arcface
178,blur,0.99180144,1,arcface
179,blur,0.9886023,1,arcface
180,blur,0.9760606,1,arcface
181,blur,0.9779454,1,arcface
182,blur,0.28138167,1,arcface
183,blur,0.3257002,1,arcface
184,blur,0.96432054,1,arcface
185,blur,0.9806832,1,arcface
186,blur,0.9875973,1,arcface
187,blur,0.9702849,1,arcface
188,blur,0.9864817,1,arcface
189,blur,0.9726491,1,arcface
190,blur,0.9766966,1,arcface
191,blur,0.985934,1,arcface
192,blur,0.980614,1,arcface
193,blur,0.9813035,1,arcface
194,blur,0.9735535,1,arcface
195,blur,0.95846134,1,arcface
196,blur,0.97049737,1,arcface
197,blur,0.9354143,1,arcface
198,blur,0.98652625,1,arcface
199,blur,0.99265575,1,arcface
200,blur,0.9844391,1,arcface
201,blur,0.9843839,1,arcface
202,blur,0.9851704,1,arcface
203,blur,0.9645893,1,arcface
204,blur,0.974368,1,arcface
205,blur,0.9471478,1,arcface
206,blur,0.9903913,1,arcface
207,blur,0.9899124,1,arcface
208,blur,0.99088347,1,arcface
209,blur,0.99287504,1,arcface
210,blur,0.98907256,1,arcface
211,blur,0.9816325,1,arcface
212,blur,0.98739296,1,arcface
213,blur,0.9923654,1,arcface
214,blur,0.9871903,1,arcface
215,blur,0.97950685,1,arcface
216,blur,0.9750723,1,arcface
217,blur,0.9917147,1,arcface
218,blur,0.9780794,1,arcface
219,blur,0.9899808,1,arcface
220,blur,0.9927819,1,arcface
221,blur,0.9863567,1,arcface
222,blur,0.9891734,1,arcface
223,blur,0.98152804,1,arcface
224,blur,0.9486902,1,arcface
225,blur,0.9674051,1,arcface
226,blur,0.95484895,1,arcface
227,blur,0.983042,1,arcface
228,blur,0.9778088,1,arcface
229,blur,0.99041575,1,arcface
230,blur,0.99353,1,arcface
231,blur,0.98828906,1,arcface
232,blur,0.989104,1,arcface
233,blur,0.9483055,1,arcface
234,blur,0.98626924,1,arcface
235,blur,0.98857707,1,arcface
236,blur,0.97765005,1,arcface
237,blur,0.97563684,1,arcface
238,blur,0.8665732,1,arcface
239,blur,0.9779775,1,arcface
240,blur,0.9588638,1,arcface
241,blur,0.974472,1,arcface
242,blur,0.9630443,1,arcface
243,blur,0.98284715,1,arcface
244,blur,0.98775727,1,arcface
245,blur,0.9840947,1,arcface
246,blur,0.98868525,1,arcface
247,blur,0.9375055,1,arcface
248,blur,0.96976924,1,arcface
249,blur,0.98792267,1,arcface
250,blur,0.9735653,1,arcface
251,blur,0.9735056,1,arcface
252,blur,0.97273475,1,arcface
253,blur,0.9822166,1,arcface
254,blur,0.9808523,1,arcface
255,blur,0.957309,1,arcface
256,blur,0.9703413,1,arcface
257,blur,0.9870324,1,arcface
