pair_id,filter_name,similarity_score,true_label,model_name
245,original,0.43605757,1,adaface
246,original,0.3392254,1,adaface
247,original,0.72914284,1,adaface
248,original,0.51449776,1,adaface
249,original,0.53380513,1,adaface
250,original,0.45493934,1,adaface
251,original,0.39980733,1,adaface
252,original,0.6628732,1,adaface
253,original,0.62326795,1,adaface
254,original,0.28851515,1,adaface
255,original,0.4783955,1,adaface
256,original,0.30601206,1,adaface
257,original,0.55362606,1,adaface
258,original,0.5571128,1,adaface
259,original,0.4234898,1,adaface
260,original,0.62159175,1,adaface
261,original,0.51065,1,adaface
262,original,0.38439596,1,adaface
263,original,0.37299454,1,adaface
264,original,0.46229443,1,adaface
265,original,0.6692415,1,adaface
266,original,0.714155,1,adaface
267,original,0.5695953,1,adaface
268,original,0.3104619,1,adaface
269,original,0.42326626,1,adaface
270,original,0.38153446,1,adaface
271,original,0.29828423,1,adaface
272,original,0.47636074,1,adaface
273,original,0.41630298,1,adaface
274,original,0.21570529,1,adaface
275,original,0.74671,1,adaface
276,original,0.3722753,1,adaface
277,original,0.45957682,1,adaface
278,original,0.47838384,1,adaface
279,original,0.57078916,1,adaface
280,original,0.5529682,1,adaface
281,original,0.47678012,1,adaface
282,original,0.6125085,1,adaface
283,original,0.3392263,1,adaface
284,original,0.4892026,1,adaface
285,original,0.57535994,1,adaface
286,original,0.7957428,1,adaface
287,original,0.4871152,1,adaface
288,original,0.50958484,1,adaface
289,original,0.3770142,1,adaface
290,original,0.39263368,1,adaface
291,original,0.48763302,1,adaface
292,original,0.6726678,1,adaface
293,original,0.28960037,1,adaface
294,original,0.85426134,1,adaface
295,original,0.411205,1,adaface
296,original,0.4682023,1,adaface
297,original,0.59345293,1,adaface
298,original,0.5253587,1,adaface
299,original,0.6509645,1,adaface
300,original,0.17065352,0,adaface
301,original,0.15901738,0,adaface
302,original,-0.08113277,0,adaface
303,original,0.049069356,0,adaface
304,original,-0.041614298,0,adaface
305,original,-0.09928564,0,adaface
306,original,0.09573375,0,adaface
307,original,0.048466817,0,adaface
308,original,0.07252005,0,adaface
309,original,-0.15223628,0,adaface
310,original,-0.045803174,0,adaface
311,original,0.009757245,0,adaface
312,original,0.04471845,0,adaface
313,original,-0.16102628,0,adaface
314,original,-0.0110603,0,adaface
315,original,-0.01894372,0,adaface
316,original,0.071976826,0,adaface
317,original,0.083384074,0,adaface
318,original,0.053361807,0,adaface
319,original,-0.071610436,0,adaface
320,original,0.49471253,0,adaface
321,original,0.17641081,0,adaface
322,original,0.2479775,0,adaface
323,original,0.41074845,0,adaface
324,original,0.16825397,0,adaface
325,original,0.16904537,0,adaface
326,original,0.23215991,0,adaface
327,original,0.15024422,0,adaface
328,original,0.28139457,0,adaface
329,original,0.48104742,0,adaface
330,original,0.31442338,0,adaface
331,original,0.28689638,0,adaface
332,original,0.09649767,0,adaface
333,original,0.1543813,0,adaface
334,original,0.27135393,0,adaface
335,original,0.26243177,0,adaface
336,original,0.2811101,0,adaface
337,original,0.34796336,0,adaface
338,original,0.26471922,0,adaface
339,original,0.23565857,0,adaface
340,original,0.44297817,0,adaface
341,original,0.41128716,0,adaface
342,original,0.30728468,0,adaface
343,original,0.44841212,0,adaface
344,original,0.6447406,0,adaface
345,original,0.39048803,0,adaface
346,original,0.15359432,0,adaface
347,original,0.50155735,0,adaface
348,original,0.16982892,0,adaface
349,original,0.18973014,0,adaface
350,original,0.19490404,0,adaface
351,original,0.14221689,0,adaface
352,original,0.3384448,0,adaface
353,original,0.23056318,0,adaface
354,original,0.3161235,0,adaface
355,original,0.33325648,0,adaface
356,original,0.18209945,0,adaface
357,original,0.28471288,0,adaface
358,original,0.46306992,0,adaface
359,original,0.28155604,0,adaface
360,original,0.49903998,0,adaface
361,original,0.4984355,0,adaface
362,original,0.47102138,0,adaface
363,original,0.3258004,0,adaface
364,original,0.29219264,0,adaface
365,original,0.24661355,0,adaface
366,original,0.33093306,0,adaface
367,original,0.28205162,0,adaface
368,original,0.4752328,0,adaface
369,original,0.2468107,0,adaface
370,original,0.40566012,0,adaface
371,original,0.20430818,0,adaface
372,original,0.26954305,0,adaface
373,original,0.41606686,0,adaface
374,original,0.3598961,0,adaface
375,original,0.28481403,0,adaface
376,original,0.25612134,0,adaface
377,original,0.23196414,0,adaface
378,original,0.035814866,0,adaface
379,original,0.31731135,0,adaface
380,original,0.24200487,0,adaface
381,original,0.34571975,0,adaface
382,original,0.38516867,0,adaface
383,original,0.43822196,0,adaface
384,original,0.3460204,0,adaface
385,original,0.4292858,0,adaface
386,original,0.3325458,0,adaface
387,original,0.107026726,0,adaface
388,original,0.18483868,0,adaface
389,original,0.28029716,0,adaface
390,original,0.05159853,0,adaface
391,original,0.24066667,0,adaface
392,original,0.2230848,0,adaface
393,original,0.2767782,0,adaface
394,original,0.27006721,0,adaface
395,original,0.3337057,0,adaface
396,original,0.33706164,0,adaface
397,original,0.3073617,0,adaface
398,original,0.32475224,0,adaface
399,original,0.3705445,0,adaface
400,original,0.15011813,0,adaface
401,original,0.16845426,0,adaface
402,original,0.28843328,0,adaface
403,original,0.3630669,0,adaface
404,original,0.26191917,0,adaface
405,original,0.42249188,0,adaface
406,original,0.24770439,0,adaface
407,original,0.35157913,0,adaface
408,original,0.28142875,0,adaface
409,original,0.26786178,0,adaface
410,original,0.3953285,0,adaface
411,original,0.17809145,0,adaface
412,original,0.49138743,0,adaface
413,original,0.28192317,0,adaface
414,original,0.16277967,0,adaface
415,original,0.2850748,0,adaface
416,original,0.25164926,0,adaface
417,original,0.09275308,0,adaface
418,original,0.27465764,0,adaface
419,original,0.08282144,0,adaface
420,original,0.12695903,0,adaface
421,original,0.06853695,0,adaface
422,original,0.15647063,0,adaface
423,original,0.25157169,0,adaface
424,original,0.27623385,0,adaface
425,original,0.20725155,0,adaface
426,original,0.10174088,0,adaface
427,original,0.37054703,0,adaface
428,original,0.22349115,0,adaface
429,original,0.3902586,0,adaface
430,original,0.293483,0,adaface
431,original,0.22725286,0,adaface
432,original,0.17522497,0,adaface
433,original,0.4234374,0,adaface
434,original,0.43816498,0,adaface
435,original,0.33422887,0,adaface
436,original,0.19799888,0,adaface
437,original,0.40307972,0,adaface
438,original,0.25441638,0,adaface
439,original,0.35780588,0,adaface
440,original,0.47177365,0,adaface
441,original,0.23573104,0,adaface
442,original,0.12761976,0,adaface
443,original,0.2556517,0,adaface
444,original,0.087442875,0,adaface
445,original,0.24420677,0,adaface
446,original,0.3343755,0,adaface
447,original,0.20548372,0,adaface
448,original,0.52741534,0,adaface
449,original,0.37952048,0,adaface
450,original,0.31127694,0,adaface
451,original,0.13575222,0,adaface
452,original,-0.00096823135,0,adaface
453,original,0.25176144,0,adaface
454,original,0.28802785,0,adaface
455,original,0.24213648,0,adaface
456,original,0.31162167,0,adaface
457,original,0.22077172,0,adaface
458,original,0.3781166,0,adaface
459,original,0.29336247,0,adaface
460,original,0.48347852,0,adaface
461,original,0.15998921,0,adaface
462,original,0.28809488,0,adaface
463,original,0.1418684,0,adaface
464,original,0.2376761,0,adaface
465,original,0.16675258,0,adaface
466,original,0.33099225,0,adaface
467,original,0.23896118,0,adaface
468,original,0.118796624,0,adaface
469,original,0.3652154,0,adaface
470,original,0.16216768,0,adaface
471,original,0.15123671,0,adaface
472,original,0.54337156,0,adaface
473,original,0.25349542,0,adaface
474,original,0.3409528,0,adaface
475,original,0.22320564,0,adaface
476,original,0.45754233,0,adaface
477,original,0.13080332,0,adaface
478,original,0.39895624,0,adaface
479,original,0.24286534,0,adaface
480,original,0.1908095,0,adaface
481,original,0.4299876,0,adaface
482,original,0.42940667,0,adaface
483,original,0.35192335,0,adaface
484,original,0.43178284,0,adaface
485,original,0.12233417,0,adaface
486,original,0.2262135,0,adaface
487,original,0.2496539,0,adaface
488,original,0.12919107,0,adaface
489,original,0.3284601,0,adaface
490,original,0.38346627,0,adaface
491,original,0.2710891,0,adaface
492,original,0.37947235,0,adaface
493,original,0.44507095,0,adaface
494,original,0.3237425,0,adaface
495,original,0.4761174,0,adaface
496,original,0.23690511,0,adaface
497,original,0.13628547,0,adaface
498,original,0.34921396,0,adaface
499,original,0.28020948,0,adaface
500,original,0.26133677,0,adaface
501,original,0.3401874,0,adaface
502,original,0.41895822,0,adaface
503,original,0.26923916,0,adaface
504,original,0.024005627,0,adaface
505,original,0.51754993,0,adaface
506,original,0.47208548,0,adaface
507,original,0.3084277,0,adaface
508,original,0.24943414,0,adaface
509,original,0.43887925,0,adaface
510,original,0.31022188,0,adaface
511,original,0.48611495,0,adaface
512,original,0.37632456,0,adaface
513,original,0.35945863,0,adaface
514,original,0.5049781,0,adaface
515,original,0.37125835,0,adaface
516,original,0.145071,0,adaface
517,original,0.4569699,0,adaface
518,original,0.1522175,0,adaface
519,original,0.51053923,0,adaface
520,original,0.34986496,0,adaface
521,original,0.31378514,0,adaface
522,original,0.1925255,0,adaface
523,original,0.14328267,0,adaface
524,original,0.43523538,0,adaface
525,original,0.4179035,0,adaface
526,original,0.28487107,0,adaface
527,original,0.50008285,0,adaface
528,original,0.42838725,0,adaface
529,original,0.5206646,0,adaface
530,original,0.2667067,0,adaface
531,original,0.18283013,0,adaface
532,original,0.22384056,0,adaface
533,original,0.49638718,0,adaface
534,original,0.24777578,0,adaface
535,original,0.24667372,0,adaface
536,original,0.2257028,0,adaface
537,original,0.33010852,0,adaface
538,original,0.19245097,0,adaface
539,original,0.3244513,0,adaface
540,original,0.4904521,0,adaface
541,original,0.2264487,0,adaface
542,original,0.3317975,0,adaface
543,original,0.27792442,0,adaface
544,original,0.26243633,0,adaface
545,original,0.32486382,0,adaface
546,original,0.16069825,0,adaface
547,original,0.26754794,0,adaface
548,original,0.08955493,0,adaface
549,original,0.3631326,0,adaface
550,original,0.36432797,0,adaface
551,original,0.34558338,0,adaface
552,original,0.2640353,0,adaface
553,original,0.31761253,0,adaface
554,original,0.29967108,0,adaface
555,original,0.18323766,0,adaface
556,original,0.25079915,0,adaface
557,original,0.5717033,0,adaface
558,original,-0.0033873837,0,adaface
559,original,0.3694543,0,adaface
560,original,0.4791214,0,adaface
561,original,0.20903282,0,adaface
562,original,0.17697433,0,adaface
563,original,0.44077516,0,adaface
564,original,0.20681034,0,adaface
565,original,0.035454486,0,adaface
566,original,0.3286319,0,adaface
567,original,0.32839075,0,adaface
568,original,0.41473338,0,adaface
569,original,0.39913383,0,adaface
570,original,0.24894622,0,adaface
571,original,0.21636708,0,adaface
572,original,0.2994553,0,adaface
573,original,0.21091974,0,adaface
574,original,0.36533114,0,adaface
575,original,0.29164422,0,adaface
576,original,0.33338562,0,adaface
577,original,0.32463586,0,adaface
578,original,0.21940733,0,adaface
579,original,0.38636678,0,adaface
580,original,0.32025316,0,adaface
581,original,0.37100396,0,adaface
582,original,0.33069456,0,adaface
583,original,0.13241565,0,adaface
584,original,0.021514196,0,adaface
585,original,0.15165645,0,adaface
586,original,0.24071555,0,adaface
587,original,0.42903015,0,adaface
588,original,0.34799248,0,adaface
589,original,0.347966,0,adaface
590,original,0.23045748,0,adaface
591,original,0.19473155,0,adaface
592,original,0.25382575,0,adaface
593,original,0.4045472,0,adaface
594,original,0.23151058,0,adaface
595,original,0.25672856,0,adaface
596,original,0.3929166,0,adaface
597,original,0.27956563,0,adaface
598,original,0.10642758,0,adaface
599,original,0.17984065,0,adaface
0,blur,0.24107566,1,adaface
1,blur,0.6014102,1,adaface
2,blur,0.25431803,1,adaface
3,blur,0.7882412,1,adaface
4,blur,0.52104324,1,adaface
5,blur,0.43747094,1,adaface
6,blur,0.78354406,1,adaface
7,blur,0.52645206,1,adaface
8,blur,0.18876153,1,adaface
9,blur,0.7179622,1,adaface
10,blur,0.3878769,1,adaface
11,blur,0.28743356,1,adaface
12,blur,0.6218058,1,adaface
13,blur,0.646774,1,adaface
14,blur,0.37658006,1,adaface
15,blur,0.5174722,1,adaface
16,blur,0.76406986,1,adaface
17,blur,0.52364784,1,adaface
18,blur,0.4637319,1,adaface
19,blur,0.32648942,1,adaface
20,blur,0.30494198,1,adaface
21,blur,0.37157553,1,adaface
22,blur,0.5847658,1,adaface
23,blur,0.47234386,1,adaface
24,blur,0.044992767,1,adaface
25,blur,0.36640182,1,adaface
26,blur,0.4346759,1,adaface
27,blur,0.59687865,1,adaface
28,blur,0.45641106,1,adaface
29,blur,0.40418425,1,adaface
30,blur,0.42684427,1,adaface
31,blur,0.5722847,1,adaface
32,blur,0.5739904,1,adaface
33,blur,0.60749257,1,adaface
34,blur,0.21548419,1,adaface
35,blur,0.48807266,1,adaface
36,blur,0.7412727,1,adaface
37,blur,0.41412663,1,adaface
38,blur,0.38791376,1,adaface
39,blur,0.55007696,1,adaface
40,blur,0.59455204,1,adaface
41,blur,0.6680014,1,adaface
42,blur,0.6744111,1,adaface
43,blur,0.2375409,1,adaface
44,blur,0.3460926,1,adaface
45,blur,0.59608144,1,adaface
46,blur,0.61574745,1,adaface
47,blur,0.45339423,1,adaface
48,blur,0.5807767,1,adaface
49,blur,0.6223969,1,adaface
50,blur,0.4079051,1,adaface
51,blur,0.50845,1,adaface
52,blur,0.49575406,1,adaface
53,blur,0.22244957,1,adaface
54,blur,0.50390583,1,adaface
55,blur,0.5064353,1,adaface
56,blur,0.6327024,1,adaface
57,blur,0.8043419,1,adaface
58,blur,0.38587338,1,adaface
59,blur,0.15948896,1,adaface
60,blur,0.44286034,1,adaface
61,blur,0.3542882,1,adaface
62,blur,0.4025336,1,adaface
63,blur,0.49375927,1,adaface
64,blur,0.74218404,1,adaface
65,blur,0.6296182,1,adaface
66,blur,0.51376295,1,adaface
67,blur,0.56485707,1,adaface
68,blur,0.51933867,1,adaface
69,blur,0.50677824,1,adaface
70,blur,0.37994978,1,adaface
71,blur,0.5969229,1,adaface
72,blur,0.30080575,1,adaface
73,blur,0.4331857,1,adaface
74,blur,0.4902275,1,adaface
75,blur,0.700554,1,adaface
76,blur,0.37972856,1,adaface
77,blur,0.6393182,1,adaface
78,blur,0.32629284,1,adaface
79,blur,0.41787916,1,adaface
80,blur,0.522619,1,adaface
81,blur,0.340421,1,adaface
82,blur,0.58719766,1,adaface
83,blur,0.48379025,1,adaface
84,blur,0.50951177,1,adaface
85,blur,0.39844272,1,adaface
86,blur,0.4435963,1,adaface
87,blur,0.56813735,1,adaface
88,blur,0.35216743,1,adaface
89,blur,0.25632408,1,adaface
90,blur,0.5663943,1,adaface
91,blur,0.47663003,1,adaface
92,blur,0.22843975,1,adaface
93,blur,0.13442895,1,adaface
94,blur,0.44188267,1,adaface
95,blur,0.5981374,1,adaface
96,blur,0.35223088,1,adaface
97,blur,0.48525882,1,adaface
98,blur,0.32207635,1,adaface
99,blur,0.5953927,1,adaface
100,blur,0.5597731,1,adaface
101,blur,0.4856463,1,adaface
102,blur,0.62537503,1,adaface
103,blur,0.6181596,1,adaface
104,blur,0.61571646,1,adaface
105,blur,0.46478492,1,adaface
106,blur,0.44602722,1,adaface
107,blur,0.6325901,1,adaface
108,blur,0.6161605,1,adaface
109,blur,0.48080707,1,adaface
110,blur,0.41185504,1,adaface
111,blur,0.48763227,1,adaface
112,blur,0.43771523,1,adaface
113,blur,0.68147737,1,adaface
114,blur,0.36227503,1,adaface
115,blur,0.4320365,1,adaface
116,blur,0.4229007,1,adaface
117,blur,0.6414398,1,adaface
118,blur,0.71443427,1,adaface
119,blur,0.5409555,1,adaface
120,blur,0.4643088,1,adaface
121,blur,0.46980068,1,adaface
122,blur,0.38149703,1,adaface
123,blur,0.5766637,1,adaface
124,blur,0.3144306,1,adaface
125,blur,0.3143267,1,adaface
126,blur,0.4777594,1,adaface
127,blur,0.52260303,1,adaface
128,blur,0.7491103,1,adaface
129,blur,0.49839938,1,adaface
130,blur,0.3663519,1,adaface
131,blur,0.59615076,1,adaface
132,blur,0.1476645,1,adaface
133,blur,0.4647466,1,adaface
134,blur,0.5704687,1,adaface
135,blur,0.65403855,1,adaface
136,blur,0.22629109,1,adaface
137,blur,0.40145427,1,adaface
138,blur,0.5710075,1,adaface
139,blur,0.5121527,1,adaface
140,blur,0.75521314,1,adaface
141,blur,0.56076443,1,adaface
142,blur,0.38445735,1,adaface
143,blur,0.6129578,1,adaface
144,blur,0.33796734,1,adaface
145,blur,0.36437935,1,adaface
146,blur,0.43642274,1,adaface
147,blur,0.42617124,1,adaface
148,blur,0.21680164,1,adaface
149,blur,0.1330573,1,adaface
150,blur,0.30401438,1,adaface
151,blur,0.6358422,1,adaface
152,blur,0.30739802,1,adaface
153,blur,0.68190527,1,adaface
154,blur,0.4253212,1,adaface
155,blur,0.61359626,1,adaface
156,blur,0.21444665,1,adaface
157,blur,0.41828012,1,adaface
158,blur,0.17549595,1,adaface
159,blur,0.42523918,1,adaface
160,blur,0.291447,1,adaface
161,blur,0.8721598,1,adaface
162,blur,0.5032642,1,adaface
163,blur,0.53453267,1,adaface
164,blur,0.78577185,1,adaface
165,blur,0.83834106,1,adaface
166,blur,0.6775446,1,adaface
167,blur,0.50109696,1,adaface
168,blur,0.31872973,1,adaface
169,blur,0.32126182,1,adaface
170,blur,0.47799358,1,adaface
171,blur,0.17305787,1,adaface
172,blur,0.4258577,1,adaface
173,blur,0.4218556,1,adaface
174,blur,0.66351926,1,adaface
175,blur,0.52879477,1,adaface
176,blur,0.67338955,1,adaface
177,blur,0.54070765,1,adaface
178,blur,0.5547887,1,adaface
179,blur,0.27172834,1,adaface
180,blur,0.4874719,1,adaface
181,blur,0.21145447,1,adaface
182,blur,0.12105698,1,adaface
183,blur,0.06807651,1,adaface
184,blur,0.32106143,1,adaface
185,blur,0.45227504,1,adaface
186,blur,0.7100419,1,adaface
187,blur,0.16244127,1,adaface
188,blur,0.40166593,1,adaface
189,blur,0.41346702,1,adaface
190,blur,0.52583253,1,adaface
191,blur,0.6684509,1,adaface
192,blur,0.48126236,1,adaface
193,blur,0.5875105,1,adaface
194,blur,0.7006124,1,adaface
195,blur,0.59244984,1,adaface
196,blur,0.5181758,1,adaface
197,blur,0.55063474,1,adaface
198,blur,0.30620652,1,adaface
199,blur,0.6288715,1,adaface
200,blur,0.5194109,1,adaface
201,blur,0.39473233,1,adaface
202,blur,0.29459417,1,adaface
203,blur,0.6709402,1,adaface
204,blur,0.5013465,1,adaface
205,blur,0.53441113,1,adaface
206,blur,0.4951374,1,adaface
207,blur,0.3919697,1,adaface
208,blur,0.43808606,1,adaface
209,blur,0.42064878,1,adaface
210,blur,0.42848566,1,adaface
211,blur,0.5849107,1,adaface
212,blur,0.781593,1,adaface
213,blur,0.62521696,1,adaface
214,blur,0.18223912,1,adaface
215,blur,0.41185123,1,adaface
216,blur,0.6651538,1,adaface
217,blur,0.5246049,1,adaface
218,blur,0.34991845,1,adaface
219,blur,0.59762263,1,adaface
220,blur,0.46232557,1,adaface
221,blur,0.085873,1,adaface
222,blur,0.37692907,1,adaface
223,blur,0.41949388,1,adaface
224,blur,0.24509779,1,adaface
225,blur,0.3046093,1,adaface
226,blur,0.3472938,1,adaface
227,blur,0.6119243,1,adaface
228,blur,0.50509834,1,adaface
229,blur,0.6047959,1,adaface
230,blur,0.566274,1,adaface
231,blur,0.5090775,1,adaface
232,blur,0.60118216,1,adaface
233,blur,0.28513253,1,adaface
234,blur,0.46169117,1,adaface
235,blur,0.52416694,1,adaface
236,blur,0.19985935,1,adaface
237,blur,0.46229932,1,adaface
238,blur,0.2301443,1,adaface
239,blur,0.6805971,1,adaface
240,blur,0.25848344,1,adaface
241,blur,0.60572886,1,adaface
242,blur,0.17553678,1,adaface
243,blur,0.32136735,1,adaface
244,blur,0.48095623,1,adaface
245,blur,0.35579062,1,adaface
246,blur,0.41489503,1,adaface
247,blur,0.73768955,1,adaface
248,blur,0.50570893,1,adaface
249,blur,0.5123701,1,adaface
250,blur,0.446626,1,adaface
251,blur,0.33369702,1,adaface
252,blur,0.64519733,1,adaface
253,blur,0.5800761,1,adaface
254,blur,0.3250508,1,adaface
255,blur,0.49663147,1,adaface
