img1_path,img2_path,label
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Ann_Veneman/Ann_Veneman_0006.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Ann_Veneman/Ann_Veneman_0010.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Ann_Veneman/Ann_Veneman_0010.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Ann_Veneman/Ann_Veneman_0011.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Anthony_Fauci/Anthony_Fauci_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Anthony_Fauci/Anthony_Fauci_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Antony_Leung/Antony_Leung_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Antony_Leung/Antony_Leung_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Antony_Leung/Antony_Leung_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Antony_Leung/Antony_Leung_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Anwar_Ibrahim/Anwar_Ibrahim_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Anwar_Ibrahim/Anwar_Ibrahim_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Augusto_Pinochet/Augusto_Pinochet_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Augusto_Pinochet/Augusto_Pinochet_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Barbara_Brezigar/Barbara_Brezigar_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Barbara_Brezigar/Barbara_Brezigar_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Benjamin_Netanyahu/Benjamin_Netanyahu_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Benjamin_Netanyahu/Benjamin_Netanyahu_0004.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Benjamin_Netanyahu/Benjamin_Netanyahu_0004.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Benjamin_Netanyahu/Benjamin_Netanyahu_0005.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bernard_Law/Bernard_Law_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bernard_Law/Bernard_Law_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bernard_Law/Bernard_Law_0003.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bernard_Law/Bernard_Law_0004.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bertrand_Bonello/Bertrand_Bonello_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bertrand_Bonello/Bertrand_Bonello_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bill_Frist/Bill_Frist_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bill_Frist/Bill_Frist_0009.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bill_Frist/Bill_Frist_0004.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bill_Frist/Bill_Frist_0005.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bob_Graham/Bob_Graham_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bob_Graham/Bob_Graham_0004.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bob_Graham/Bob_Graham_0003.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bob_Graham/Bob_Graham_0006.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bob_Graham/Bob_Graham_0004.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bob_Graham/Bob_Graham_0006.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bob_Graham/Bob_Graham_0005.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bob_Graham/Bob_Graham_0006.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Boris_Becker/Boris_Becker_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Boris_Becker/Boris_Becker_0006.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Brad_Johnson/Brad_Johnson_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Brad_Johnson/Brad_Johnson_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Brad_Johnson/Brad_Johnson_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Brad_Johnson/Brad_Johnson_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Brad_Johnson/Brad_Johnson_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Brad_Johnson/Brad_Johnson_0004.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Brian_Griese/Brian_Griese_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Brian_Griese/Brian_Griese_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Candice_Bergen/Candice_Bergen_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Candice_Bergen/Candice_Bergen_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Candice_Bergen/Candice_Bergen_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Candice_Bergen/Candice_Bergen_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Carla_Myers/Carla_Myers_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Carla_Myers/Carla_Myers_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Cathy_Freeman/Cathy_Freeman_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Cathy_Freeman/Cathy_Freeman_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Chang_Dae-whan/Chang_Dae-whan_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Chang_Dae-whan/Chang_Dae-whan_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Charles_Grassley/Charles_Grassley_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Charles_Grassley/Charles_Grassley_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Clare_Short/Clare_Short_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Clare_Short/Clare_Short_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Clare_Short/Clare_Short_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Clare_Short/Clare_Short_0004.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Corinne_Coman/Corinne_Coman_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Corinne_Coman/Corinne_Coman_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Dai_Bachtiar/Dai_Bachtiar_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Dai_Bachtiar/Dai_Bachtiar_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Dale_Earnhardt_Jr/Dale_Earnhardt_Jr_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Dale_Earnhardt_Jr/Dale_Earnhardt_Jr_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/David_Caruso/David_Caruso_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/David_Caruso/David_Caruso_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Demi_Moore/Demi_Moore_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Demi_Moore/Demi_Moore_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Dick_Vermeil/Dick_Vermeil_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Dick_Vermeil/Dick_Vermeil_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Doris_Roberts/Doris_Roberts_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Doris_Roberts/Doris_Roberts_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Doris_Roberts/Doris_Roberts_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Doris_Roberts/Doris_Roberts_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Drew_Barrymore/Drew_Barrymore_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Drew_Barrymore/Drew_Barrymore_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Edmund_Stoiber/Edmund_Stoiber_0004.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Edmund_Stoiber/Edmund_Stoiber_0007.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Edmund_Stoiber/Edmund_Stoiber_0005.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Edmund_Stoiber/Edmund_Stoiber_0007.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Edmund_Stoiber/Edmund_Stoiber_0007.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Edmund_Stoiber/Edmund_Stoiber_0012.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Edmund_Stoiber/Edmund_Stoiber_0009.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Edmund_Stoiber/Edmund_Stoiber_0011.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Elinor_Caplan/Elinor_Caplan_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Elinor_Caplan/Elinor_Caplan_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Emmanuelle_Beart/Emmanuelle_Beart_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Emmanuelle_Beart/Emmanuelle_Beart_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Emmanuelle_Beart/Emmanuelle_Beart_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Emmanuelle_Beart/Emmanuelle_Beart_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Federico_Trillo/Federico_Trillo_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Federico_Trillo/Federico_Trillo_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Federico_Trillo/Federico_Trillo_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Federico_Trillo/Federico_Trillo_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Federico_Trillo/Federico_Trillo_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Federico_Trillo/Federico_Trillo_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Francis_Ford_Coppola/Francis_Ford_Coppola_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Francis_Ford_Coppola/Francis_Ford_Coppola_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Fred_Thompson/Fred_Thompson_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Fred_Thompson/Fred_Thompson_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Fred_Thompson/Fred_Thompson_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Fred_Thompson/Fred_Thompson_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Fred_Thompson/Fred_Thompson_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Fred_Thompson/Fred_Thompson_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Garry_Trudeau/Garry_Trudeau_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Garry_Trudeau/Garry_Trudeau_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gary_Williams/Gary_Williams_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gary_Williams/Gary_Williams_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gene_Robinson/Gene_Robinson_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gene_Robinson/Gene_Robinson_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gene_Robinson/Gene_Robinson_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gene_Robinson/Gene_Robinson_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gene_Robinson/Gene_Robinson_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gene_Robinson/Gene_Robinson_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/George_Galloway/George_Galloway_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/George_Galloway/George_Galloway_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/George_Galloway/George_Galloway_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/George_Galloway/George_Galloway_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/George_Galloway/George_Galloway_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/George_Galloway/George_Galloway_0004.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Geraldine_Chaplin/Geraldine_Chaplin_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Geraldine_Chaplin/Geraldine_Chaplin_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Geraldine_Chaplin/Geraldine_Chaplin_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Geraldine_Chaplin/Geraldine_Chaplin_0004.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Geraldine_Chaplin/Geraldine_Chaplin_0003.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Geraldine_Chaplin/Geraldine_Chaplin_0004.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gerardo_Gambala/Gerardo_Gambala_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gerardo_Gambala/Gerardo_Gambala_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gian_Marco/Gian_Marco_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gian_Marco/Gian_Marco_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gian_Marco/Gian_Marco_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gian_Marco/Gian_Marco_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gillian_Anderson/Gillian_Anderson_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gillian_Anderson/Gillian_Anderson_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gordon_Brown/Gordon_Brown_0006.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gordon_Brown/Gordon_Brown_0009.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gordon_Brown/Gordon_Brown_0010.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gordon_Brown/Gordon_Brown_0013.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Grant_Hackett/Grant_Hackett_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Grant_Hackett/Grant_Hackett_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Grant_Hackett/Grant_Hackett_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Grant_Hackett/Grant_Hackett_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Grant_Hackett/Grant_Hackett_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Grant_Hackett/Grant_Hackett_0005.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gray_Davis/Gray_Davis_0007.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gray_Davis/Gray_Davis_0022.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gray_Davis/Gray_Davis_0021.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gray_Davis/Gray_Davis_0026.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gregg_Popovich/Gregg_Popovich_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gregg_Popovich/Gregg_Popovich_0005.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gregg_Popovich/Gregg_Popovich_0003.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Gregg_Popovich/Gregg_Popovich_0004.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Guy_Ritchie/Guy_Ritchie_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Guy_Ritchie/Guy_Ritchie_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Hamzah_Haz/Hamzah_Haz_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Hamzah_Haz/Hamzah_Haz_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Harbhajan_Singh/Harbhajan_Singh_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Harbhajan_Singh/Harbhajan_Singh_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Hootie_Johnson/Hootie_Johnson_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Hootie_Johnson/Hootie_Johnson_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Hugo_Chavez/Hugo_Chavez_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Hugo_Chavez/Hugo_Chavez_0027.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Hugo_Chavez/Hugo_Chavez_0027.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Hugo_Chavez/Hugo_Chavez_0053.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Hugo_Chavez/Hugo_Chavez_0036.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Hugo_Chavez/Hugo_Chavez_0051.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Hugo_Chavez/Hugo_Chavez_0041.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Hugo_Chavez/Hugo_Chavez_0050.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Hugo_Chavez/Hugo_Chavez_0045.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Hugo_Chavez/Hugo_Chavez_0056.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Isaiah_Washington/Isaiah_Washington_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Isaiah_Washington/Isaiah_Washington_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jack_Grubman/Jack_Grubman_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jack_Grubman/Jack_Grubman_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jacques_Rogge/Jacques_Rogge_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jacques_Rogge/Jacques_Rogge_0009.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jacques_Rogge/Jacques_Rogge_0003.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jacques_Rogge/Jacques_Rogge_0007.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jacques_Rogge/Jacques_Rogge_0003.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jacques_Rogge/Jacques_Rogge_0010.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jacques_Rogge/Jacques_Rogge_0004.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jacques_Rogge/Jacques_Rogge_0006.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jacques_Rogge/Jacques_Rogge_0004.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jacques_Rogge/Jacques_Rogge_0009.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jacques_Rogge/Jacques_Rogge_0005.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jacques_Rogge/Jacques_Rogge_0008.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jacques_Rogge/Jacques_Rogge_0006.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jacques_Rogge/Jacques_Rogge_0008.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/James_Caan/James_Caan_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/James_Caan/James_Caan_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/James_Caan/James_Caan_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/James_Caan/James_Caan_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/James_Caan/James_Caan_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/James_Caan/James_Caan_0003.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/James_Jones/James_Jones_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/James_Jones/James_Jones_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jamling_Norgay/Jamling_Norgay_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jamling_Norgay/Jamling_Norgay_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Janica_Kostelic/Janica_Kostelic_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Janica_Kostelic/Janica_Kostelic_0002.jpg,1
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jeanne_Moreau/Jeanne_Moreau_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jeanne_Moreau/Jeanne_Moreau_0002.jpg,1
